x1,x2,x3,x4a,x4b,x5,x6,x7,x8,x9a,x9b,x10,x11,x12,x13,x15,x16,x17,x18,Exposure,y
50,1,16,1,0,4.119641209,375,201,0,1,0,23.33,71,58,45,0,0,1,0,-0.372152371,0
39,1,40,1,0,4.13355614,196,145,0,0,0,21.23,62,62,60,1,0,0,0,-1.006086811,0
69,0,15,1,0,12.05131178,40,61,0,0,1,14.57,49,69,52,1,1,1,1,4.040404073,0
29,1,31,0,0,2.661030432,395,364,0,0,0,36.16,61,49,34,1,0,1,1,-1.260510981,1
59,1,19,1,1,6.337432438,102,47,0,1,0,9.1,61,64,47,1,0,1,0,1.535322218,1
42,1,13,0,0,4.665375246,165,178,0,0,0,16.54,54,58,43,0,1,1,1,-1.095870487,0
52,1,10,0,0,1.506982618,42,0,0,0,0,7.66,44,33,67,1,0,1,0,-0.531012911,0
62,1,24,1,0,6.940769365,118,91,0,1,0,15.58,58,62,40,1,1,1,1,2.131568354,0
61,1,20,1,1,1.987222346,76,77,0,1,0,8.27,45,51,31,1,1,1,1,0.879635211,0
60,0,19,1,1,6.297222896,9,11,0,0,0,16.36,57,43,54,0,1,1,0,-1.612309733,0
67,0,25,1,0,4.762156937,247,517,0,0,0,16.99,71,49,64,1,0,0,0,-1.080536173,0
53,1,23,1,0,5.607959968,29,108,1,0,0,25.63,45,61,58,1,1,1,1,2.250183259,0
73,0,13,1,0,1.655995323,10,0,1,1,0,19.39,51,24,55,0,1,1,1,-0.724821132,0
56,1,9,0,0,2.038417791,51,115,0,0,0,20.68,51,50,43,0,0,1,0,-0.945324696,0
57,0,10,1,0,2.762710701,593,154,0,1,0,6.68,47,68,51,1,1,1,1,-1.890311875,0
58,1,21,1,0,4.123676912,324,324,0,1,0,6.55,75,62,47,1,0,0,0,1.317229326,0
46,1,22,1,1,10.42873259,253,711,0,1,0,27.8,71,66,43,1,1,0,0,-0.464793553,1
71,0,15,1,0,3.392448454,58,117,1,0,0,23.58,50,42,75,1,0,1,1,-0.679810766,0
72,0,21,1,0,4.817866239,138,37,0,0,1,9.54,43,65,50,0,0,1,1,5.208130451,0
38,1,16,1,1,3.708722079,59,16,1,0,0,19.99,58,63,35,0,1,1,1,0.406443737,1
58,1,23,1,0,6.564581055,251,138,0,1,0,26.77,63,61,62,1,1,1,1,-0.718555284,0
72,0,15,1,0,3.274165175,551,45,0,0,1,11.04,67,46,78,1,0,0,1,-1.881109234,0
58,1,20,1,1,7.314679779,119,45,0,1,0,19.67,67,67,58,0,0,1,1,-0.63062741,0
40,1,21,1,0,5.563366187,63,59,0,0,0,10.09,63,58,56,0,0,0,1,1.430261525,0
45,1,7,1,1,1.673175226,167,143,0,1,0,22.55,70,54,51,0,0,1,0,1.346319217,1
54,1,25,1,0,9.235714549,43,1,0,0,0,18.48,61,60,34,1,0,0,1,-0.493725093,0
41,1,32,0,0,7.597766447,146,34,0,0,0,11.4,61,58,56,1,0,1,1,3.56345452,0
46,1,12,1,0,3.386806258,165,128,0,0,0,12.23,57,45,52,1,1,1,1,-0.930448071,0
49,1,14,1,0,4.683049227,177,278,1,1,0,8.63,48,60,63,1,1,1,0,-0.705645139,0
52,1,23,1,0,7.151850799,85,87,0,0,0,12.59,57,67,58,0,1,1,1,0.006343452,0
44,1,12,1,1,18.87795736,0,87,0,0,0,29.63,51,75,53,0,1,1,1,-1.043970013,0
42,1,30,1,0,6.551790377,71,126,1,0,0,11.7,42,71,55,1,1,1,0,-0.978718892,1
48,1,18,1,1,4.075920142,37,28,0,0,0,8.8,68,48,58,1,1,1,1,-0.636750561,0
58,1,14,1,0,2.542221014,185,19,0,0,1,19.28,53,54,38,0,1,1,1,5.480174409,1
58,1,48,1,0,3.544641117,60,143,1,0,0,14.36,63,41,50,0,0,1,1,-0.511854396,1
61,1,24,1,1,3.883887069,22,35,0,0,0,27.09,53,51,53,1,1,0,1,-0.773243463,0
44,0,16,0,0,4.797399077,76,0,0,0,0,10.06,52,55,56,1,0,1,1,0.810527257,0
41,1,22,1,0,6.095399378,53,88,0,0,0,12.41,58,55,59,0,1,1,1,-0.039937844,0
60,0,32,1,1,3.076783616,40,41,0,0,0,9.85,47,55,42,1,1,1,1,0.633883141,0
44,1,15,1,0,3.066053798,47,31,0,0,0,15.13,45,51,60,0,0,0,0,0.530429253,0
56,0,14,1,0,3.421683493,9,14,0,0,0,16.67,45,45,71,1,1,0,0,0.132314144,0
37,1,31,1,0,3.866388158,214,387,0,0,0,12.23,73,50,70,0,1,1,1,1.456772292,1
55,1,14,1,1,4.854877126,379,131,0,1,0,27.15,73,70,63,1,1,0,1,0.046372301,1
38,1,47,1,0,6.509364346,19,22,0,0,0,10.98,48,61,56,1,0,0,0,0.811619701,0
49,1,20,1,0,5.675327288,127,57,0,0,0,29.77,60,55,57,1,0,0,0,0.266767453,0
48,0,23,1,1,7.598886732,38,128,1,0,0,14.29,60,53,45,0,1,1,1,-0.291905195,1
58,0,17,1,1,2.430173493,8,135,0,0,0,10.26,62,28,74,1,0,1,0,1.377769626,0
65,1,15,1,1,4.573024836,0,4,0,1,0,3.69,50,48,63,1,0,1,0,-1.488758575,1
56,1,45,1,0,6.11899703,146,34,0,0,1,12.45,44,54,71,1,0,0,0,-0.622669691,0
50,1,18,1,1,5.595466964,2,59,1,0,0,7.86,44,51,59,1,0,0,0,-1.16998518,0
65,0,25,1,0,11.23066596,14,104,1,1,0,13.87,22,58,60,1,1,1,1,4.488418571,0
55,1,16,1,0,3.11321482,60,48,1,1,0,18.43,40,57,74,1,1,1,1,-0.291155612,0
69,1,16,1,0,4.091429688,79,71,1,1,0,25.63,63,52,52,0,0,1,0,0.892511995,0
52,1,14,0,0,3.09442068,240,132,0,0,0,13.98,55,50,55,1,1,0,0,0.189252825,0
63,1,19,1,0,1.469824404,595,29,0,1,0,17.05,62,38,67,1,0,1,1,0.244378379,1
56,1,32,1,1,5.176308102,28,56,0,0,0,13.32,57,58,51,0,1,1,1,4.236126319,0
62,1,22,1,0,3.676230223,113,39,0,1,0,20.93,45,54,48,0,1,1,1,1.908739263,0
45,1,22,1,1,3.424444408,142,27,0,1,0,20.62,61,58,52,0,0,1,0,4.006202923,1
65,1,14,1,0,2.602295228,73,152,0,1,0,10.58,49,44,55,1,0,1,0,0.105730287,0
31,1,26,1,0,6.87839733,23,115,0,0,0,27.23,53,57,45,1,1,1,1,1.310982166,0
53,1,13,1,1,4.158623335,0,44,1,0,0,31.35,48,68,41,1,0,0,0,0.16008582,0
57,1,20,1,1,11.8715029,0,10,0,0,0,18.63,45,62,54,0,1,1,1,0.069968812,0
61,1,20,0,0,4.622395986,445,172,1,1,0,17.77,58,50,44,1,1,1,1,-1.831225581,1
40,1,17,1,0,5.913556795,391,423,1,0,1,3.5,57,53,46,0,1,1,0,1.56502766,0
47,1,32,0,0,6.51035285,399,99,1,0,0,6.68,66,59,58,1,0,0,1,-0.726022317,0
49,1,27,1,0,5.722459462,94,185,0,0,0,25.22,55,47,57,0,0,1,0,1.168184871,0
69,0,37,1,0,3.532521545,396,40,1,0,0,19.27,65,52,40,1,0,0,0,-1.049309328,0
61,0,8,1,0,4.15987415,4,14,1,1,0,21.94,47,47,49,1,1,1,1,6.373734439,0
49,1,32,1,0,7.918754169,108,115,0,0,0,25.42,51,68,55,0,0,0,0,1.758160747,1
60,1,18,1,0,4.70308358,210,0,0,1,0,13.6,60,54,66,0,1,1,1,0.574377305,0
52,1,22,1,0,4.088899968,154,86,0,0,0,22.34,55,48,48,1,0,0,0,-0.202977837,1
65,0,21,1,0,2.660127102,351,39,1,1,0,17.65,42,56,62,1,1,1,0,4.062852631,0
55,1,16,1,0,4.305263337,16,9,0,0,0,19.67,41,55,62,0,1,1,1,4.787159204,0
53,1,13,1,0,4.899761827,30,0,0,1,0,11.87,46,62,46,0,1,1,1,3.755941122,0
50,1,16,1,0,1.9258621,22,95,0,0,0,3.26,42,40,74,1,0,1,1,-0.483993119,0
49,1,24,1,0,4.131206423,129,47,1,1,0,18.19,49,61,51,0,1,1,1,-2.69546019,0
57,1,22,0,0,9.385545953,302,98,1,1,0,28.54,42,64,67,1,1,1,1,-0.047975825,0
84,0,15,1,0,5.049993685,0,22,0,0,0,19.14,35,58,49,1,1,1,0,-0.923137244,0
64,0,20,1,0,3.822344285,397,35,0,0,0,21.54,65,53,52,0,0,0,0,0.387848041,0
65,1,24,1,0,5.102027052,206,97,1,1,0,18.49,67,70,62,0,1,1,1,1.59105987,0
70,0,16,0,0,4.003847317,257,192,1,0,0,8.27,55,59,67,1,0,1,0,0.821721306,0
71,0,42,1,0,5.322532057,409,187,1,0,0,28.17,60,67,46,0,0,0,1,1.096833613,0
51,1,16,1,0,2.496633412,286,116,0,0,0,4.76,59,57,41,1,0,1,1,0.045227932,0
39,1,23,1,0,6.628796065,52,21,0,0,0,22.74,53,56,46,0,1,1,1,3.997667939,0
53,1,28,0,0,3.026577089,151,166,0,0,0,7.19,46,28,44,1,0,1,0,-0.49130747,0
61,0,7,1,0,15.05255536,28,302,0,1,0,15.99,60,65,45,1,0,0,1,-0.505851289,0
51,1,36,0,0,8.414432071,69,15,0,0,0,23.21,68,37,44,0,0,0,0,-0.104855337,1
33,1,27,1,0,8.777117673,0,31,0,0,0,36.7,50,69,59,1,0,0,1,2.130219812,0
54,1,12,0,0,2.874507478,896,211,0,0,0,11.78,68,74,71,1,0,1,0,0.431984847,0
66,0,23,1,1,3.239103766,24,309,0,0,0,23.73,58,53,60,0,1,1,0,0.166214344,0
52,1,11,1,0,3.873667219,35,305,0,0,0,13.81,48,46,46,1,0,0,1,0.565192279,0
67,0,34,1,1,4.480281106,35,62,1,0,0,22.04,59,59,61,1,1,1,1,-1.634090122,0
68,1,9,1,0,3.18583116,27,52,0,1,0,22.37,58,48,63,1,1,1,1,0.598223159,0
61,1,16,1,1,6.186961748,37,152,1,1,0,25.16,57,54,75,0,1,1,0,1.218785134,0
47,1,11,1,0,2.210429493,203,74,0,0,0,20.83,60,50,38,0,0,0,0,-1.642681183,0
38,1,21,1,0,3.6241905,4,3,1,0,0,15.4,31,52,39,0,0,0,1,4.19098904,0
74,0,10,1,1,3.52630013,3,0,0,1,0,20.63,55,59,60,1,1,1,1,0.198615917,0
60,0,49,1,0,10.32980665,130,34,0,0,0,11.96,64,65,60,1,0,1,1,1.41982124,1
49,1,26,1,0,5.44502076,240,234,0,0,0,16.37,60,64,74,1,0,0,1,-0.913339672,0
42,1,36,1,1,6.322661502,9,11,0,0,0,12.57,51,62,63,1,1,1,1,0.513781024,0
63,1,23,1,0,3.364336861,354,25,0,1,0,11.62,69,47,56,0,0,1,1,0.528760072,0
74,0,14,0,0,4.348737137,95,47,1,0,0,11.84,58,65,50,1,1,0,1,2.549182144,0
63,0,11,1,1,6.110823591,53,209,0,0,0,4.95,65,63,46,1,1,1,1,-0.63827665,0
47,1,16,1,1,6.228472039,64,76,0,0,0,13.75,58,76,51,0,1,1,1,-1.546172289,0
57,1,23,1,0,4.206686425,0,29,0,0,0,17.2,28,46,49,0,1,1,1,3.686038484,0
75,0,15,0,0,2.778453427,222,175,0,0,0,17.46,46,45,49,1,0,1,0,-0.857423145,0
57,1,22,1,0,6.258898777,89,42,0,0,0,10.89,57,72,71,1,0,1,0,-0.939465535,0
65,1,25,1,0,4.274471411,65,63,0,0,0,2.69,55,56,56,1,1,1,1,-0.268263624,0
58,0,41,1,1,3.904491741,57,48,0,0,0,22.71,61,46,72,1,0,0,0,0.098140629,1
70,0,25,1,1,6.222319514,211,79,1,1,0,36.48,57,74,62,0,1,1,1,-0.253149916,0
80,0,19,1,0,7.632419053,28,53,1,1,0,20.28,55,59,39,1,0,1,1,-1.330483594,0
59,0,41,1,0,1.587305322,55,27,1,0,0,14.56,48,32,54,1,0,1,0,0.874626304,0
54,1,23,1,0,3.196738886,35,46,0,0,0,9.63,44,54,45,1,1,1,1,3.824397951,1
53,1,13,1,0,4.85042401,132,582,0,0,0,16.63,53,65,55,1,0,1,1,0.889668672,0
54,1,21,1,1,2.478204334,50,4,0,0,0,12.95,54,41,57,1,0,1,1,-0.786096425,0
52,0,24,1,0,2.739288881,230,148,0,0,0,13.17,57,65,59,0,1,1,1,4.919243664,0
72,1,19,1,0,6.091512711,135,401,0,1,0,33.83,63,51,75,1,1,1,1,-0.621370339,1
56,0,30,1,0,9.365546426,11,126,0,0,0,9.97,52,49,61,1,1,0,1,1.01507832,0
62,0,17,1,0,2.703102151,98,76,0,0,0,20.39,56,39,50,1,1,1,1,0.239098604,1
64,0,15,1,0,5.976520455,21,37,0,0,0,8.88,66,59,62,0,1,1,0,0.540749627,0
50,1,13,1,0,3.393216929,37,112,0,0,0,12.24,52,65,35,1,1,1,1,3.178305586,1
43,1,10,1,0,5.233144178,109,53,0,1,0,14.35,67,44,64,1,0,1,1,1.442352141,0
72,0,10,1,0,1.510805198,100,108,0,0,0,15.69,59,47,52,0,1,1,1,-0.790390216,0
40,1,18,0,0,2.342070676,183,391,1,0,0,20.58,49,38,38,1,0,1,0,-0.653559162,0
71,0,22,1,0,5.752119861,28,243,1,0,0,12.24,47,58,68,0,1,1,0,2.260570298,0
66,0,21,0,0,5.518361685,436,176,1,0,0,16.72,73,65,48,1,1,1,1,0.793755685,0
50,1,23,1,0,4.164386978,0,12,0,0,0,22.62,42,55,43,1,1,1,1,4.188994604,0
49,1,26,1,1,4.923583503,210,711,0,0,0,9.94,66,61,47,0,1,0,1,-0.452997451,0
59,0,30,1,0,1.766667384,198,57,0,0,0,22.15,43,36,59,0,1,1,1,1.271970316,1
66,0,22,1,0,2.432007599,40,155,1,0,0,23.69,27,52,55,0,1,1,1,4.649191179,0
58,1,21,1,1,4.567777302,1,0,0,0,0,22.42,63,49,62,1,0,0,0,-0.632139963,1
50,1,12,1,0,4.398905407,81,238,1,1,0,18.07,49,51,49,1,1,0,0,-0.208706094,0
53,1,21,1,1,3.152394193,85,301,0,0,0,21.38,54,56,50,1,0,0,0,0.571694083,1
46,1,21,1,1,3.831481654,1,0,1,0,0,15.7,50,67,81,0,1,1,0,3.354284176,1
44,1,18,1,0,4.235976565,96,73,1,0,0,7.19,55,55,61,0,1,1,1,0.233968576,0
61,0,52,0,0,16.12227153,42,73,0,0,0,25.46,52,66,43,1,1,1,1,4.099570541,0
62,1,16,1,0,2.648136031,243,55,0,0,0,19.24,80,61,56,0,1,0,1,1.835327078,0
66,0,11,1,0,1.937849143,158,153,1,1,0,28.67,49,34,57,1,1,1,1,3.779707589,0
57,1,28,1,0,7.460722461,8,10,0,0,0,17.29,39,63,54,1,0,1,1,-0.238667329,0
56,0,17,1,1,16.54485076,37,108,0,0,0,22.34,65,83,48,1,0,0,0,-0.167301951,0
57,0,16,0,0,3.536335582,896.5,171,0,0,0,42.08,48,69,71,0,1,1,1,1.039492061,0
56,1,16,1,0,3.107366038,167,66,1,1,0,18.64,53,62,50,0,0,0,0,-1.511473048,1
68,0,16,1,0,1.979721078,163,57,0,0,0,20.26,50,48,52,0,1,1,1,0.988033629,0
56,1,15,1,0,8.825526153,16,114,1,0,0,10.5,52,63,53,1,1,1,1,0.491852968,0
29,1,21,1,1,6.732275237,28,44,1,0,0,30.47,52,62,37,1,0,1,1,-0.50673209,0
65,0,18,1,0,6.163099012,267,228,1,1,0,26.18,63,62,59,0,0,0,0,0.72202549,0
67,0,16,1,0,4.124302147,146,14,0,1,0,25.35,71,45,45,0,0,1,1,-0.058075312,0
48,1,34,1,1,3.907848461,147,611,0,0,0,31.76,67,62,63,0,1,1,1,0.955151585,0
37,1,27,1,0,3.175873273,79,357,1,0,0,17.06,41,47,47,0,0,0,0,-0.796387994,0
34,1,20,1,0,8.807698367,48,122,1,0,0,7.78,50,69,52,0,0,0,0,1.543625205,0
47,1,18,1,0,6.778995864,88,110,0,0,0,11.13,56,49,59,1,0,1,1,0.056282083,0
45,1,11,1,0,5.16690977,207,38,1,1,0,10.05,52,79,51,1,1,1,0,0.72640004,0
59,1,13,1,0,1.525841862,94,0,0,0,0,22.33,58,32,46,0,0,1,0,-0.558301941,0
53,1,27,1,0,3.926603249,143,85,1,0,0,19.86,61,49,58,1,0,1,1,0.075824758,1
60,1,24,1,0,5.075927842,21,19,0,0,0,12.87,61,51,54,0,0,0,0,4.820968046,0
60,1,36,1,0,5.96551192,125,83,0,0,0,9.64,54,56,54,1,1,1,1,0.142354438,0
58,1,36,1,0,6.797125613,28,58,0,0,0,30.93,54,47,62,1,0,0,0,0.806196606,0
52,1,19,1,0,4.893597658,42,0,0,0,0,19.52,59,63,57,1,0,0,0,-1.810941832,0
42,1,15,1,0,5.00104797,553,336,0,1,0,15.14,86,59,68,1,1,1,1,-0.530795567,1
57,0,19,1,0,13.64394674,19,75,0,0,0,26.03,45,73,59,1,1,1,1,4.310217027,0
41,1,30,1,0,5.05759008,38,125,0,0,0,29.57,43,49,51,1,1,0,0,0.142923066,0
56,1,42,1,0,12.48304053,135,18,0,0,0,23.1,49,71,40,1,1,0,0,-0.488795392,0
52,1,17,1,0,3.649815601,167,115,0,1,0,4.46,56,54,47,1,1,1,1,6.091939871,0
49,1,24,1,0,2.947419114,103,33,0,0,0,17.61,56,67,61,1,1,0,1,-0.620412137,1
61,0,38,1,1,4.579177235,88,164,0,0,0,6.9,63,66,49,0,0,1,1,-1.35757172,0
63,1,24,1,0,4.343115494,0,0,1,0,0,9.81,43,55,68,1,0,0,0,1.128741854,0
45,1,14,1,0,1.743058622,321,130,0,0,0,27.56,58,37,55,0,0,0,0,-0.288004469,0
57,0,15,1,1,3.372167581,0,33,0,0,0,14.36,60,51,60,0,0,1,1,4.74916147,0
71,0,17,1,1,1.795915023,211,43,1,1,0,23.13,72,35,69,1,0,1,0,1.473465075,1
63,0,19,0,0,8.250029453,65,34,1,0,0,8.64,40,67,66,1,1,1,1,3.796292286,0
61,0,12,1,0,3.865897897,194,94,0,0,0,14.23,53,71,41,1,1,1,1,-0.00801067,0
55,1,9,1,1,1.729517848,181,138,1,0,1,7.47,67,37,51,0,1,1,1,-0.81413188,0
62,0,16,1,0,5.404432936,84,39,0,0,0,30.75,62,66,66,1,1,1,1,1.792249124,0
54,1,24,1,0,11.0589904,164,90,0,1,0,22.36,67,63,67,1,0,0,0,-0.841304762,0
70,0,16,0,0,7.25733806,383,179,0,1,0,12.63,65,55,36,0,1,1,0,-0.897879945,0
49,1,14,1,0,5.255169511,0,0,1,0,0,11.88,24,47,65,1,1,1,1,0.153967936,0
69,0,9,1,1,4.736610437,21,55,0,0,1,18.94,46,51,39,0,0,1,1,4.51398447,0
48,1,13,1,0,4.779423482,120,241,1,0,0,27.76,64,49,40,0,1,1,0,0.20659466,0
54,1,34,1,0,3.331069621,51,44,0,0,0,16.87,61,52,51,1,0,1,0,0.285876139,0
50,1,35,1,0,4.008514618,54,0,0,0,0,4,51,53,45,0,0,0,0,-0.220928078,0
62,1,23,1,0,3.69161192,120,107,0,0,0,21.24,52,72,48,1,1,1,1,4.751763079,1
72,0,23,1,0,6.155443954,169,0,0,1,0,28.16,78,57,50,1,1,1,1,0.798491583,1
52,1,21,1,0,2.935450163,85,128,0,0,0,19.29,54,63,74,0,0,1,1,-1.100622775,0
45,1,36,1,0,4.174621035,77,79,0,0,0,18.92,60,61,56,0,1,1,1,1.429431914,0
63,0,13,1,0,4.895250468,133,0,0,1,0,15.93,60,61,67,0,1,1,1,4.579778805,0
44,1,14,1,0,6.290997853,329,113,0,1,0,18.38,62,78,41,0,0,1,1,0.052441835,1
72,0,11,1,1,2.918587582,49,200,1,1,0,16.4,49,37,58,1,0,0,0,-0.611359314,0
43,1,20,1,0,2.180255569,138,148,1,0,0,17.31,49,48,65,0,1,1,1,-1.423007471,0
61,0,26,1,0,2.14977144,366,0,0,0,0,10.82,60,55,54,1,1,1,1,0.564364435,0
42,1,18,1,1,1.672833083,0,27,1,0,0,8.13,35,37,43,0,1,1,1,3.080942521,0
40,1,21,1,0,3.14006328,238,52,1,0,0,18.04,65,65,49,1,1,1,1,0.414292207,0
59,1,28,1,0,10.85221461,0,7,0,0,0,23.57,46,62,68,1,1,1,1,-0.213656041,0
56,0,22,0,0,5.554089409,450,198,0,0,0,12.94,63,60,50,0,0,0,0,-0.562109208,0
58,1,22,0,0,3.187323465,224,470,0,0,0,13.35,54,54,42,0,1,1,1,0.563989777,1
59,1,39,0,0,5.315135121,118,97,1,0,0,9.52,50,41,53,0,1,1,1,0.197061594,0
69,0,28,1,0,9.459267433,45,245,0,0,0,35.08,69,47,51,1,1,1,1,2.222191993,0
62,0,26,1,0,5.481519888,51,9,0,0,0,24.21,65,61,54,0,0,1,1,0.459501939,0
40,1,42,1,1,3.044344231,18,34,0,0,0,16.43,56,46,59,1,1,1,1,6.145029249,1
64,0,29,1,1,5.937264168,275,115,1,0,0,21.34,71,67,50,0,0,0,1,-0.52625326,1
73,0,12,1,0,3.421493399,217,46,0,0,0,38.3,64,54,61,1,0,0,0,0.514211236,1
72,0,14,0,0,2.115647752,896.5,711,0,0,0,16.58,71,48,52,0,0,0,0,1.720861132,1
45,1,17,0,0,5.783359152,127,91,1,0,0,21.09,56,45,51,1,0,1,1,-0.357049193,0
42,1,14,1,1,1.697046149,91,45,0,0,0,10.32,59,37,53,0,1,1,1,-0.072956126,0
50,1,17,0,0,2.245494086,154,104,0,0,0,21.52,48,38,50,1,1,1,1,0.384054075,0
58,1,21,1,0,5.251675564,56,125,1,0,0,6.87,55,60,46,1,0,1,0,0.210811759,0
70,0,23,1,0,7.574523881,7,65,1,0,0,14.42,65,56,61,0,0,1,0,-0.982043146,0
45,1,15,1,1,2.596188751,14,38,0,0,0,13.39,51,52,64,1,1,1,1,0.712156431,1
64,0,26,1,0,3.803530627,108,410,0,0,0,25.38,54,60,44,1,1,1,1,-0.571399188,0
41,1,36,1,0,6.953297047,10,3,0,0,0,26.22,36,55,69,1,0,0,0,4.605253803,0
58,0,15,1,0,2.508815072,45,40,0,0,0,16.12,38,33,58,0,1,1,1,4.338749816,0
62,1,35,1,0,2.19547528,145,70,0,0,0,9.23,46,39,39,0,1,1,1,-0.002540343,0
47,1,17,1,0,6.992502118,32,17,0,1,0,15.65,42,52,62,1,0,1,1,3.456651386,1
51,1,48,1,0,4.276330341,54,110,1,0,0,5.51,51,36,66,1,1,1,1,-0.682211066,0
43,1,14,1,0,4.103792421,244,711,0,0,0,11.34,62,43,42,0,0,0,0,-0.299005987,0
54,1,13,1,1,4.174370147,0,0,0,1,0,16.01,59,38,59,1,1,1,0,0.829583039,1
44,1,11,1,0,4.4596395,21,26,0,1,0,5.42,42,50,58,0,0,0,0,-0.81983932,0
56,1,22,1,0,4.559906428,186,315,0,0,0,15.85,50,50,67,0,1,1,1,-0.374711176,0
48,1,6,1,0,2.223212159,84,3,0,1,0,12.03,47,56,56,0,0,1,1,-0.2004823,0
72,0,20,1,0,5.373967895,83,60,1,1,0,6.17,47,65,40,0,0,1,1,1.880071414,0
60,0,22,1,1,10.11791916,46,31,0,1,0,6.43,59,61,44,1,1,1,1,-0.60861005,0
57,0,68,0,0,7.828809031,642,450,0,0,0,6.99,65,67,45,1,1,1,0,-0.546960017,1
63,1,10,1,1,6.334943972,0,6,0,1,0,14.22,53,61,48,1,0,1,1,0.024017409,0
53,1,35,1,0,6.463594632,42,88,1,0,0,19.2,47,51,57,1,0,1,0,0.654632388,0
66,0,18,1,0,8.963090698,325,111,1,0,1,11.02,66,54,47,0,0,0,0,0.799172818,0
58,1,42,1,0,9.323025909,51,309,0,0,0,11.25,53,46,47,1,0,0,0,-0.130471245,0
67,0,36,1,0,10.10044318,0,22,1,0,0,24.92,35,67,54,1,0,0,0,-0.958753925,0
40,1,26,1,0,3.174560501,165,22,0,0,0,9.76,66,44,57,0,0,1,0,-1.128261283,1
45,1,12,1,1,2.728551174,40,7,0,0,0,20.35,67,45,49,1,0,1,1,0.960924433,1
57,1,19,1,1,2.09143682,14,44,0,0,0,17.25,53,44,59,0,1,1,1,2.133086602,1
51,1,20,1,0,13.18641127,32,59,1,0,0,9.17,56,70,51,1,0,1,1,-0.932765033,0
38,1,14,1,0,1.283676254,214,21,0,0,0,13.3,48,42,65,0,1,1,1,3.197125945,0
71,1,14,1,0,6.683900289,74,55,0,0,1,15.63,50,65,44,0,0,0,1,-0.047316693,0
37,1,18,1,0,9.616115454,0,0,0,0,0,26.15,52,54,50,1,1,1,1,-0.098854156,0
63,1,32,1,0,9.244026663,73,48,1,1,0,11.97,43,66,57,0,0,0,1,-1.699545465,1
45,0,22,1,0,6.163091622,28,5,0,0,0,12.95,57,61,70,0,0,0,0,-0.160756104,0
45,1,28,1,0,3.534567576,34,0,0,0,0,16.23,44,50,58,0,1,1,1,2.298530056,0
49,1,26,1,1,2.342408675,9,60,1,0,0,9.17,57,35,29,1,0,1,1,0.527286603,1
44,1,23,1,0,5.517490102,233,6,1,1,0,24.45,49,69,62,1,0,1,1,-0.576492302,0
58,0,11,0,0,6.679273705,289,331,0,0,0,17.02,60,64,56,1,0,1,1,-1.209305885,0
74,1,16,1,0,4.595591809,95,61,1,0,1,8.16,45,56,39,0,1,1,1,4.934323462,0
57,1,10,1,0,4.804173275,303,43,1,0,1,15.97,57,66,64,0,1,1,1,-1.64649948,0
60,1,19,1,0,1.664579857,34,6,1,0,0,7.5,38,51,73,0,0,0,0,0.478540132,0
39,1,23,1,1,3.22964461,33,0,1,0,0,15.08,52,59,56,0,0,0,0,-1.369618302,0
44,1,24,1,0,12.7122939,64,163,0,0,0,11.22,53,58,77,1,1,1,1,4.22150238,0
49,1,19,1,0,7.036813481,187,24,0,0,0,20.53,64,81,55,0,1,1,1,1.999800715,0
31,1,15,1,0,1.787358476,727,297,0,0,0,10.63,70,45,65,0,1,1,1,1.185867807,1
50,1,36,1,0,2.679374758,18,5,0,0,0,21.58,40,44,50,0,1,1,1,-0.48745625,0
54,1,20,1,0,8.937693968,88,75,1,0,0,12.86,50,69,62,1,0,0,0,-0.955340874,0
65,0,32,0,0,4.976601997,215,49,0,0,0,21.38,57,55,49,1,0,1,1,-0.571940415,0
61,0,19,1,0,8.731687302,42,7,0,0,0,26.64,67,62,41,1,1,1,1,0.193223497,0
56,1,13,1,0,3.448024131,246,65,1,0,1,20.27,53,64,41,1,1,1,1,-1.87521705,0
79,0,18,1,0,6.737029311,191,70,0,1,0,16.42,66,58,58,0,1,0,1,-0.620102887,0
50,1,11,1,0,3.68081024,335,93,0,1,0,12.97,72,44,63,1,0,0,0,0.530832921,0
45,1,18,1,0,5.129337331,61,14,0,1,0,2.16,47,63,59,1,0,1,1,-1.079790964,1
39,1,27,1,0,6.594951653,63,47,1,0,0,21.23,48,65,57,0,0,0,0,-1.453024862,0
45,1,18,1,0,3.058870141,79,0,0,0,0,30.69,48,61,35,0,0,0,0,-0.752573052,0
59,1,19,1,0,2.799877211,36,129,0,0,0,9.42,57,42,31,0,1,1,1,-0.939613599,0
64,1,25,1,1,2.793132849,279,44,1,0,1,15.48,56,50,41,0,0,1,1,-0.586484579,0
61,0,19,1,0,6.194867837,87,32,1,0,0,8.65,58,65,47,0,0,1,1,0.026480009,0
63,0,11,1,1,3.216436533,216,97,0,0,1,4.85,63,45,54,1,1,1,1,-1.607191184,0
49,1,33,0,0,7.604304969,209,79,0,0,0,18.73,66,49,51,0,1,1,1,-1.146476874,0
70,0,27,1,0,8.944796173,112,80,0,0,0,23.59,64,76,53,0,1,1,1,0.676091191,0
46,1,17,1,0,3.83408586,23,19,1,0,0,14.04,38,56,51,1,0,0,0,-2.669506062,0
64,1,43,1,0,4.668618782,81,53,1,0,0,28.99,60,50,65,1,1,1,1,4.530859749,1
48,1,22,1,0,2.908225506,48,29,1,0,0,7.76,47,50,60,1,1,1,1,4.868602477,1
